cruise,depth,temperature,conductivity,salinity,density,oxygen2
EX1903L1,433.018,18.5033,4.844057,36.5622,1028.2396,5.9558
EX1903L1,433.063,18.5029,4.844057,36.5626,1028.24,5.9521
EX1903L1,433.071,18.5027,4.844012,36.5623,1028.2399,5.9526
EX1903L1,433.183,18.5025,4.843953,36.562,1028.2407,5.957
EX1903L1,433.183,18.502,4.843945,36.5624,1028.2405,5.9532
EX1903L1,433.294,18.5017,4.843938,36.5625,1028.2413,5.9537
EX1903L1,433.235,18.5017,4.843915,36.5624,1028.2407,5.9537
EX1903L1,433.294,18.5016,4.8439,36.5623,1028.2412,5.949
EX1903L1,433.406,18.5014,4.843938,36.5628,1028.2414,5.953
EX1903L1,433.406,18.5019,4.843998,36.5629,1028.2415,5.9577
EX1903L1,433.406,18.502,4.84402,36.5629,1028.2418,5.9543
EX1903L1,433.511,18.5023,4.844027,36.5627,1028.242,5.9544
EX1903L1,433.458,18.502,4.84396,36.5624,1028.2422,5.9544
EX1903L1,433.623,18.5015,4.843886,36.5621,1028.2427,5.9542
EX1903L1,433.57,18.5011,4.843796,36.5618,1028.2425,5.958
EX1903L1,433.623,18.501,4.843841,36.5622,1028.2426,5.9542
EX1903L1,433.675,18.501,4.843826,36.5621,1028.2425,5.9542
EX1903L1,433.682,18.5007,4.843796,36.5621,1028.2428,5.95
EX1903L1,433.734,18.5009,4.843841,36.5622,1028.2429,5.9539
EX1903L1,433.734,18.5007,4.843789,36.562,1028.2431,5.9539
EX1903L1,433.787,18.5007,4.843789,36.562,1028.2432,5.9497
EX1903L1,433.846,18.5005,4.843774,36.562,1028.2432,5.9493
EX1903L1,433.839,18.5002,4.843751,36.5621,1028.2434,5.9485
EX1903L1,433.898,18.5,4.843736,36.5622,1028.2436,5.9482
EX1903L1,433.958,18.4998,4.843654,36.5616,1028.2441,5.9478
EX1903L1,433.898,18.4996,4.843647,36.5617,1028.2439,5.9474
EX1903L1,433.958,18.4994,4.843721,36.5625,1028.2444,5.9471
EX1903L1,434.003,18.4998,4.843677,36.5618,1028.2444,5.9468
EX1903L1,434.063,18.4995,4.843677,36.562,1028.2446,5.9466
EX1903L1,434.063,18.4998,4.843669,36.5617,1028.2444,5.9458
EX1903L1,434.122,18.4999,4.843714,36.5619,1028.2446,5.9456
EX1903L1,434.122,18.4996,4.843684,36.5619,1028.2449,5.9491
EX1903L1,434.122,18.4995,4.843654,36.5618,1028.245,5.9451
EX1903L1,434.227,18.4993,4.843602,36.5615,1028.2453,5.9449
EX1903L1,434.174,18.499,4.843572,36.5615,1028.2455,5.9447
EX1903L1,434.234,18.4986,4.84355,36.5617,1028.2455,5.9445
EX1903L1,434.286,18.4986,4.843528,36.5615,1028.2459,5.949
EX1903L1,434.286,18.4982,4.843498,36.5615,1028.246,5.9493
EX1903L1,434.279,18.4981,4.843445,36.5612,1028.246,5.9454
EX1903L1,434.398,18.4977,4.843408,36.5611,1028.2462,5.9495
EX1903L1,434.339,18.4976,4.843363,36.5609,1028.2461,5.9455
EX1903L1,434.398,18.4973,4.843393,36.5614,1028.2464,5.9455
EX1903L1,434.45,18.497,4.843423,36.5619,1028.2469,5.9496
EX1903L1,434.45,18.497,4.843386,36.5616,1028.2466,5.9499
EX1903L1,434.503,18.497,4.843371,36.5614,1028.2468,5.9502
EX1903L1,434.51,18.4968,4.843348,36.5615,1028.2472,5.9506
EX1903L1,434.562,18.497,4.843363,36.5613,1028.2471,5.9551
EX1903L1,434.562,18.4969,4.843378,36.5616,1028.2472,5.9516
EX1903L1,434.614,18.4969,4.843401,36.5618,1028.2471,5.9519
EX1903L1,434.614,18.4966,4.843386,36.5618,1028.2474,5.9526
EX1903L1,434.667,18.497,4.843401,36.5616,1028.2477,5.953
EX1903L1,434.674,18.497,4.843363,36.5613,1028.2479,5.9575
EX1903L1,434.726,18.4974,4.843423,36.5615,1028.248,5.9545
EX1903L1,434.786,18.4971,4.843416,36.5616,1028.2478,5.959
EX1903L1,434.726,18.4974,4.843423,36.5615,1028.2478,5.9554
EX1903L1,434.838,18.4967,4.843319,36.5612,1028.2483,5.9558
EX1903L1,434.831,18.4957,4.843147,36.5606,1028.2483,5.9557
EX1903L1,434.89,18.4946,4.843057,36.5608,1028.2489,5.9561
EX1903L1,434.89,18.4941,4.84296,36.5604,1028.2487,5.9611
EX1903L1,434.95,18.4937,4.842893,36.5601,1028.249,5.9619
EX1903L1,435.002,18.4932,4.842848,36.5602,1028.2495,5.9628
EX1903L1,435.002,18.4927,4.842856,36.5607,1028.2493,5.9592
EX1903L1,435.054,18.4928,4.842871,36.5607,1028.2502,5.9596
EX1903L1,435.062,18.4923,4.842833,36.5608,1028.2502,5.9603
EX1903L1,435.114,18.4923,4.842834,36.5608,1028.2501,5.9606
EX1903L1,435.226,18.4923,4.842819,36.5606,1028.2509,5.9652
EX1903L1,435.166,18.4925,4.842834,36.5606,1028.2502,5.9611
EX1903L1,435.226,18.4923,4.842804,36.5605,1028.2506,5.9613
EX1903L1,435.278,18.4918,4.842781,36.5607,1028.2508,5.9616
EX1903L1,435.278,18.4918,4.842759,36.5606,1028.2507,5.9655
EX1903L1,435.39,18.4915,4.842737,36.5606,1028.2513,5.9615
EX1903L1,435.338,18.4915,4.842781,36.561,1028.2509,5.9655
EX1903L1,435.442,18.4917,4.842752,36.5605,1028.2516,5.9657
EX1903L1,435.442,18.4915,4.842752,36.5607,1028.2517,5.9658
EX1903L1,435.502,18.4915,4.842692,36.5602,1028.2523,5.9658
EX1903L1,435.554,18.4913,4.842692,36.5604,1028.2525,5.9659
EX1903L1,435.614,18.4908,4.842617,36.5601,1028.2528,5.966
EX1903L1,435.614,18.4903,4.84261,36.5605,1028.253,5.9659
EX1903L1,435.666,18.4899,4.842535,36.5602,1028.253,5.9659
EX1903L1,435.718,18.4892,4.842423,36.5599,1028.2531,5.9658
EX1903L1,435.778,18.4885,4.842311,36.5595,1028.2537,5.9662
EX1903L1,435.83,18.4878,4.842266,36.5597,1028.2541,5.966
EX1903L1,435.882,18.4873,4.842281,36.5602,1028.2546,5.9659
EX1903L1,435.89,18.4872,4.842244,36.5601,1028.2541,5.9657
EX1903L1,435.942,18.4866,4.842155,36.5598,1028.2548,5.9655
EX1903L1,435.994,18.4861,4.84208,36.5596,1028.2549,5.9657
EX1903L1,436.054,18.4858,4.842065,36.5597,1028.2555,5.9658
EX1903L1,436.054,18.4853,4.84205,36.56,1028.2555,5.9655
EX1903L1,436.166,18.4851,4.841998,36.5597,1028.2563,5.9699
EX1903L1,436.158,18.4846,4.841938,36.5597,1028.256,5.9656
EX1903L1,436.27,18.4842,4.841908,36.5597,1028.2568,5.9695
EX1903L1,436.27,18.4837,4.841834,36.5595,1028.2571,5.9656
EX1903L1,436.33,18.4828,4.841774,36.5598,1028.2572,5.9656
EX1903L1,436.382,18.4825,4.841714,36.5595,1028.2577,5.9656
EX1903L1,436.442,18.4821,4.841684,36.5596,1028.258,5.9655
EX1903L1,436.494,18.4816,4.841595,36.5592,1028.2582,5.9659
EX1903L1,436.494,18.4811,4.841513,36.559,1028.258,5.9658
EX1903L1,436.658,18.48,4.841423,36.5591,1028.2591,5.9701
EX1903L1,436.606,18.4789,4.841192,36.5582,1028.2589,5.9661
EX1903L1,436.658,18.4773,4.84099,36.5578,1028.259,5.9661
EX1903L1,436.77,18.4761,4.840863,36.5579,1028.2605,5.9708
EX1903L1,436.77,18.4745,4.840751,36.5583,1028.2605,5.9669
EX1903L1,436.822,18.4739,4.840654,36.558,1028.261,5.9715
EX1903L1,436.934,18.4728,4.84061,36.5586,1028.2621,5.9675
EX1903L1,436.934,18.4723,4.840565,36.5586,1028.2618,5.9672
EX1903L1,436.934,18.4718,4.840513,36.5586,1028.2616,5.9669
EX1903L1,437.098,18.4716,4.840453,36.5582,1028.2625,5.9667
EX1903L1,437.098,18.4712,4.840423,36.5583,1028.2627,5.971
EX1903L1,437.098,18.4709,4.840371,36.5582,1028.2627,5.9716
EX1903L1,437.21,18.4705,4.840319,36.558,1028.2632,5.9679
EX1903L1,437.269,18.47,4.840244,36.5578,1028.2636,5.9676
EX1903L1,437.269,18.4696,4.840199,36.5578,1028.2636,5.9714
EX1903L1,437.322,18.4688,4.840102,36.5576,1028.2639,5.9715
EX1903L1,437.434,18.468,4.840065,36.558,1028.2645,5.9673
EX1903L1,437.486,18.468,4.840005,36.5575,1028.2646,5.9758
EX1903L1,437.486,18.4673,4.839953,36.5577,1028.2648,5.9719
EX1903L1,437.545,18.4671,4.839968,36.5579,1028.2654,5.9718
EX1903L1,437.545,18.4669,4.839953,36.558,1028.2656,5.9758
EX1903L1,437.709,18.4667,4.839879,36.5575,1028.2661,5.9724
EX1903L1,437.709,18.4667,4.839856,36.5572,1028.2657,5.9721
EX1903L1,437.709,18.4662,4.839864,36.5578,1028.266,5.9723
EX1903L1,437.821,18.4659,4.839826,36.5577,1028.2665,5.9725
EX1903L1,437.821,18.4659,4.839759,36.5571,1028.2664,5.9726
EX1903L1,437.926,18.4655,4.839744,36.5573,1028.267,5.9729
EX1903L1,437.874,18.4648,4.83961,36.5568,1028.2672,5.9773
EX1903L1,438.038,18.4636,4.839513,36.557,1028.2677,5.9737
EX1903L1,438.038,18.4629,4.839431,36.5569,1028.268,5.9737
EX1903L1,438.038,18.4626,4.839379,36.5567,1028.2677,5.9738
EX1903L1,438.15,18.4621,4.839371,36.5571,1028.2683,5.9739
EX1903L1,438.15,18.4617,4.839311,36.5569,1028.2687,5.9739
EX1903L1,438.261,18.4617,4.839319,36.5569,1028.2691,5.9739
EX1903L1,438.261,18.4612,4.839304,36.5572,1028.2694,5.9739
EX1903L1,438.314,18.4614,4.839297,36.557,1028.2694,5.9738
EX1903L1,438.314,18.4612,4.839259,36.5568,1028.2694,5.9737
EX1903L1,438.425,18.4615,4.839252,36.5565,1028.2699,5.9736
EX1903L1,438.425,18.4612,4.839312,36.5572,1028.2699,5.9735
EX1903L1,438.426,18.4612,4.839267,36.5569,1028.2698,5.9733
EX1903L1,438.59,18.4612,4.839222,36.5564,1028.2705,5.9737
EX1903L1,438.59,18.461,4.839267,36.557,1028.2705,5.9734
EX1903L1,438.59,18.461,4.8392,36.5564,1028.2706,5.9779
EX1903L1,438.701,18.461,4.83923,36.5566,1028.2707,5.9739
EX1903L1,438.701,18.4608,4.839252,36.557,1028.2709,5.9737
EX1903L1,438.754,18.461,4.839222,36.5566,1028.2712,5.9735
EX1903L1,438.754,18.4605,4.839185,36.5567,1028.2711,5.9732
EX1903L1,438.866,18.4602,4.83911,36.5563,1028.2719,5.9729
EX1903L1,438.866,18.4595,4.838998,36.556,1028.2722,5.9727
EX1903L1,438.866,18.4586,4.838901,36.5559,1028.2718,5.9686
EX1903L1,439.03,18.4576,4.83876,36.5556,1028.2723,5.9723
EX1903L1,438.977,18.456,4.838476,36.5545,1028.2728,5.9723
EX1903L1,439.03,18.4539,4.838312,36.555,1028.2734,5.9684
EX1903L1,439.089,18.4531,4.838274,36.5554,1028.274,5.9678
EX1903L1,439.141,18.4524,4.838245,36.5557,1028.2743,5.9719
EX1903L1,439.141,18.4517,4.838207,36.556,1028.2748,5.9716
EX1903L1,439.201,18.4519,4.838073,36.5547,1028.2748,5.9713
EX1903L1,439.306,18.4508,4.837998,36.5549,1028.2755,5.9711
EX1903L1,439.253,18.4508,4.837961,36.5547,1028.2751,5.9665
EX1903L1,439.306,18.4498,4.837886,36.5549,1028.2756,5.9705
EX1903L1,439.365,18.4494,4.837872,36.5551,1028.2758,5.9664
EX1903L1,439.417,18.4489,4.837804,36.5549,1028.276,5.9657
EX1903L1,439.417,18.4488,4.837722,36.5544,1028.2763,5.9649
EX1903L1,439.417,18.4479,4.837618,36.5543,1028.2763,5.9646
EX1903L1,439.581,18.4473,4.83761,36.5547,1028.2771,5.9687
EX1903L1,439.582,18.4469,4.837536,36.5544,1028.2772,5.9642
EX1903L1,439.582,18.4461,4.837506,36.5548,1028.2773,5.9686
EX1903L1,439.582,18.446,4.837476,36.5547,1028.2774,5.9645
EX1903L1,439.693,18.4455,4.837342,36.554,1028.2781,5.9643
EX1903L1,439.753,18.4444,4.837237,36.554,1028.2783,5.9604
EX1903L1,439.753,18.4437,4.837155,36.5539,1028.2786,5.9641
EX1903L1,439.753,18.443,4.837103,36.5541,1028.2786,5.9639
EX1903L1,439.858,18.4425,4.837096,36.5545,1028.2792,5.9639
EX1903L1,439.805,18.4422,4.837036,36.5543,1028.2793,5.9637
EX1903L1,439.917,18.442,4.836984,36.554,1028.2794,5.9636
EX1903L1,439.917,18.4417,4.836946,36.5539,1028.2796,5.9635
EX1903L1,439.969,18.4413,4.836969,36.5544,1028.2795,5.9681
EX1903L1,440.029,18.4415,4.836947,36.554,1028.2795,5.9685
EX1903L1,440.029,18.4411,4.836939,36.5543,1028.28,5.9647
EX1903L1,440.081,18.4413,4.836969,36.5544,1028.2804,5.9646
EX1903L1,440.141,18.4413,4.836917,36.5539,1028.2805,5.9646
EX1903L1,440.133,18.4413,4.836954,36.5542,1028.2805,5.9688
EX1903L1,440.193,18.4413,4.836917,36.5539,1028.2807,5.9649
EX1903L1,440.245,18.4413,4.836924,36.5539,1028.2809,5.9649
EX1903L1,440.245,18.441,4.836939,36.5544,1028.2807,5.9692
EX1903L1,440.357,18.441,4.836872,36.5537,1028.2812,5.9655
EX1903L1,440.305,18.4406,4.836857,36.5539,1028.2814,5.9655
EX1903L1,440.417,18.4403,4.83682,36.5539,1028.2818,5.9656
EX1903L1,440.417,18.4398,4.836783,36.554,1028.2817,5.9657
EX1903L1,440.469,18.4394,4.836745,36.554,1028.2819,5.9659
EX1903L1,440.469,18.4395,4.83673,36.5538,1028.282,5.9702
EX1903L1,440.521,18.4394,4.836663,36.5533,1028.2825,5.967
EX1903L1,440.581,18.4389,4.836678,36.5539,1028.2828,5.9714
EX1903L1,440.633,18.4392,4.836693,36.5536,1028.2829,5.9678
EX1903L1,440.633,18.4392,4.836693,36.5536,1028.2831,5.9722
EX1903L1,440.745,18.4394,4.836753,36.554,1028.2833,5.9728
EX1903L1,440.693,18.4391,4.836716,36.554,1028.2829,5.9733
EX1903L1,440.797,18.4392,4.836723,36.5538,1028.2834,5.974
EX1903L1,440.797,18.4391,4.836663,36.5535,1028.2839,5.9741
EX1903L1,440.857,18.4387,4.836648,36.5537,1028.284,5.979
EX1903L1,440.857,18.4387,4.836648,36.5537,1028.284,5.9757
EX1903L1,440.909,18.4385,4.836619,36.5535,1028.2844,5.9759
EX1903L1,440.969,18.4384,4.836611,36.5536,1028.2847,5.976
EX1903L1,441.073,18.4382,4.836611,36.5537,1028.2854,5.9809
EX1903L1,441.021,18.4379,4.836551,36.5535,1028.2847,5.9817
EX1903L1,441.073,18.4379,4.836559,36.5536,1028.2852,5.9827
EX1903L1,441.133,18.4377,4.836507,36.5532,1028.2853,5.9794
EX1903L1,441.185,18.4375,4.836492,36.5533,1028.2856,5.9837
EX1903L1,441.185,18.4373,4.836492,36.5534,1028.2858,5.9846
EX1903L1,441.297,18.437,4.836425,36.5531,1028.2862,5.985
EX1903L1,441.297,18.4368,4.83641,36.5531,1028.2862,5.9854
EX1903L1,441.297,18.4366,4.83635,36.5528,1028.286,5.9899
EX1903L1,441.409,18.4365,4.836328,36.5527,1028.2869,5.9865
EX1903L1,441.461,18.4363,4.836388,36.5534,1028.287,5.9872
EX1903L1,441.461,18.4361,4.83635,36.5532,1028.2871,5.9874
EX1903L1,441.521,18.4361,4.836328,36.553,1028.2873,5.9881
EX1903L1,441.521,18.4358,4.836328,36.5533,1028.2875,5.9925
EX1903L1,441.625,18.4356,4.836268,36.5529,1028.2875,5.9888
EX1903L1,441.625,18.4354,4.836335,36.5536,1028.2881,5.9884
EX1903L1,441.685,18.4356,4.836276,36.5529,1028.2883,5.9884
EX1903L1,441.737,18.4354,4.836246,36.5528,1028.2879,5.9927
EX1903L1,441.797,18.4352,4.836313,36.5536,1028.2885,5.9888
EX1903L1,441.849,18.4353,4.836268,36.5531,1028.2885,5.993
EX1903L1,441.849,18.4351,4.836268,36.5533,1028.2887,5.9932
EX1903L1,441.901,18.4353,4.836283,36.5532,1028.289,5.9892
EX1903L1,442.013,18.4351,4.836253,36.5531,1028.2893,5.9895
EX1903L1,442.013,18.4349,4.836209,36.5529,1028.2897,5.9897
EX1903L1,442.013,18.4345,4.836231,36.5534,1028.2894,5.9936
EX1903L1,442.013,18.4344,4.836186,36.5531,1028.2895,5.9894
EX1903L1,442.237,18.4347,4.836164,36.5525,1028.2903,5.9891
EX1903L1,442.177,18.4342,4.836134,36.5528,1028.2904,5.9934
EX1903L1,442.237,18.4341,4.836097,36.5526,1028.2905,5.9892
EX1903L1,442.289,18.4337,4.836052,36.5525,1028.2909,5.993
EX1903L1,442.349,18.4328,4.835978,36.5526,1028.2912,5.9934
EX1903L1,442.349,18.4325,4.835895,36.5522,1028.2913,5.9891
EX1903L1,442.401,18.4322,4.835881,36.5524,1028.2916,5.9927
EX1903L1,442.513,18.4314,4.835791,36.5522,1028.2922,5.9883
EX1903L1,442.453,18.4309,4.835694,36.5519,1028.2921,5.9876
EX1903L1,442.565,18.4301,4.835612,36.5519,1028.2924,5.9912
EX1903L1,442.565,18.4295,4.835537,36.5517,1028.2926,5.9871
EX1903L1,442.625,18.4287,4.835455,36.5517,1028.2925,5.9906
EX1903L1,442.677,18.4282,4.835396,36.5517,1028.2935,5.9865
EX1903L1,442.729,18.4276,4.835366,36.5519,1028.2935,5.9856
EX1903L1,442.789,18.4272,4.835321,36.5519,1028.294,5.9852
EX1903L1,442.789,18.4268,4.835217,36.5513,1028.2941,5.9848
EX1903L1,442.841,18.4259,4.835157,36.5516,1028.2943,5.9801
EX1903L1,442.901,18.4254,4.83509,36.5515,1028.2948,5.9835
EX1903L1,442.901,18.4251,4.835008,36.551,1028.2948,5.9787
EX1903L1,442.953,18.4242,4.834948,36.5513,1028.295,5.9783
EX1903L1,443.065,18.4238,4.834881,36.551,1028.2959,5.9775
EX1903L1,443.005,18.4225,4.834627,36.5501,1028.2955,5.9808
EX1903L1,443.065,18.4204,4.834389,36.5499,1028.2955,5.9804
EX1903L1,443.177,18.4185,4.83418,36.5497,1028.2969,5.9765
EX1903L1,443.117,18.4175,4.834128,36.5502,1028.2972,5.9803
EX1903L1,443.229,18.4171,4.834098,36.5502,1028.2976,5.9803
EX1903L1,443.229,18.4166,4.834135,36.551,1028.2979,5.9798
EX1903L1,443.281,18.4164,4.834105,36.5509,1028.298,5.9755
EX1903L1,443.281,18.4163,4.83409,36.5509,1028.2979,5.975
EX1903L1,443.341,18.4166,4.83409,36.5506,1028.2985,5.9746
EX1903L1,443.453,18.4163,4.834068,36.5507,1028.2987,5.9742
EX1903L1,443.393,18.4159,4.834023,36.5506,1028.2983,5.9783
EX1903L1,443.453,18.4161,4.834008,36.5503,1028.299,5.9741
EX1903L1,443.393,18.4157,4.833978,36.5504,1028.2986,5.9779
EX1903L1,443.617,18.4159,4.834008,36.5504,1028.2994,5.978
EX1903L1,443.557,18.4157,4.834046,36.5509,1028.2996,5.9822
EX1903L1,443.557,18.4156,4.833986,36.5506,1028.2995,5.9789
EX1903L1,443.669,18.4156,4.833934,36.5501,1028.2997,5.9789
EX1903L1,443.669,18.4154,4.833904,36.55,1028.2998,5.9747
EX1903L1,443.669,18.4154,4.833979,36.5506,1028.2997,5.9785
EX1903L1,443.729,18.4154,4.833979,36.5506,1028.3002,5.979
EX1903L1,443.781,18.4154,4.833994,36.5507,1028.3002,5.9791
EX1903L1,443.781,18.4152,4.833919,36.5502,1028.3002,5.9796
EX1903L1,443.833,18.415,4.833926,36.5504,1028.3005,5.9801
EX1903L1,443.893,18.4152,4.833926,36.5502,1028.3006,5.9802
EX1903L1,443.893,18.415,4.833897,36.5501,1028.3007,5.9802
EX1903L1,443.945,18.415,4.833949,36.5506,1028.3006,5.9803
EX1903L1,443.945,18.4152,4.833949,36.5504,1028.3008,5.9808
EX1903L1,444.005,18.4152,4.833927,36.5502,1028.3012,5.9809
EX1903L1,444.005,18.4152,4.833927,36.5502,1028.301,5.981
EX1903L1,444.057,18.4154,4.833986,36.5505,1028.3015,5.9816
EX1903L1,444.109,18.4152,4.833986,36.5507,1028.3011,5.9774
EX1903L1,444.109,18.4152,4.834001,36.5508,1028.3017,5.9818
EX1903L1,444.221,18.4152,4.833942,36.5502,1028.302,5.9825
EX1903L1,444.169,18.4154,4.833956,36.5502,1028.3016,5.9784
EX1903L1,444.281,18.4154,4.833971,36.5503,1028.3022,5.9786
EX1903L1,444.281,18.4152,4.833979,36.5505,1028.3024,5.9784
EX1903L1,444.333,18.4152,4.833971,36.5504,1028.3026,5.9825
EX1903L1,444.333,18.4152,4.833971,36.5504,1028.3024,5.9832
EX1903L1,444.393,18.415,4.833934,36.5503,1028.3025,5.9834
EX1903L1,444.393,18.415,4.833934,36.5503,1028.3029,5.9841
EX1903L1,444.445,18.4152,4.833964,36.5503,1028.303,5.9802
EX1903L1,444.497,18.4152,4.833934,36.5501,1028.3032,5.9843
EX1903L1,444.557,18.4152,4.833927,36.55,1028.3035,5.9846
EX1903L1,444.557,18.4148,4.833904,36.5501,1028.3036,5.9849
EX1903L1,444.557,18.4144,4.833919,36.5507,1028.3037,5.9804
EX1903L1,444.721,18.4148,4.833927,36.5502,1028.3043,5.9846
EX1903L1,444.669,18.4152,4.833957,36.5502,1028.3041,5.9801
EX1903L1,444.721,18.415,4.833972,36.5505,1028.3041,5.9838
EX1903L1,444.721,18.4152,4.833979,36.5504,1028.3042,5.9794
EX1903L1,444.833,18.4154,4.833972,36.5501,1028.3047,5.9835
EX1903L1,444.885,18.4154,4.833972,36.5501,1028.3049,5.9796
EX1903L1,444.833,18.4154,4.833934,36.5498,1028.3045,5.9789
EX1903L1,444.945,18.4156,4.833994,36.5501,1028.3047,5.9831
EX1903L1,444.945,18.4157,4.834046,36.5504,1028.3051,5.9791
EX1903L1,445.049,18.4157,4.834054,36.5504,1028.3055,5.9791
EX1903L1,445.049,18.4156,4.834017,36.5502,1028.3054,5.9829
EX1903L1,445.109,18.4152,4.833927,36.5498,1028.3063,5.9828
EX1903L1,445.161,18.4145,4.83389,36.55,1028.3066,5.9828
EX1903L1,445.161,18.4144,4.833852,36.5499,1028.3068,5.9827
EX1903L1,445.221,18.414,4.833778,36.5495,1028.3066,5.983
EX1903L1,445.325,18.4135,4.833703,36.5493,1028.3072,5.9829
EX1903L1,445.325,18.4128,4.833666,36.5496,1028.3072,5.983
EX1903L1,445.325,18.4123,4.833614,36.5496,1028.3069,5.9833
EX1903L1,445.437,18.4119,4.833606,36.5498,1028.308,5.9884
EX1903L1,445.496,18.4113,4.83345,36.549,1028.3082,5.9892
EX1903L1,445.496,18.4104,4.833375,36.5492,1028.3084,5.9857
EX1903L1,445.601,18.4095,4.833271,36.5491,1028.3091,5.9898
EX1903L1,445.601,18.4093,4.833263,36.5491,1028.309,5.9862
EX1903L1,445.661,18.4088,4.833211,36.5491,1028.309,5.9906
EX1903L1,445.713,18.4085,4.833166,36.5491,1028.3093,5.9913
EX1903L1,445.772,18.4085,4.833226,36.5495,1028.3097,5.9877
EX1903L1,445.825,18.4088,4.833241,36.5493,1028.3102,5.9922
EX1903L1,445.877,18.4085,4.833241,36.5496,1028.3101,5.9885
EX1903L1,445.937,18.4083,4.833174,36.5492,1028.3105,5.9929
EX1903L1,445.989,18.4079,4.833159,36.5494,1028.3109,5.9893
EX1903L1,446.048,18.4076,4.833077,36.5489,1028.3112,5.9895
EX1903L1,446.101,18.4074,4.833099,36.5492,1028.3116,5.9896
EX1903L1,446.153,18.4073,4.833114,36.5495,1028.3115,5.9898
EX1903L1,446.153,18.4072,4.833047,36.549,1028.3119,5.9942
EX1903L1,446.265,18.4069,4.833017,36.549,1028.3124,5.99
EX1903L1,446.324,18.4066,4.832965,36.5488,1028.3125,5.9902
EX1903L1,446.377,18.4064,4.83295,36.5488,1028.3126,5.9903
EX1903L1,446.377,18.4059,4.832921,36.549,1028.3129,5.9899
EX1903L1,446.489,18.406,4.832913,36.5488,1028.3136,5.9896
EX1903L1,446.541,18.4057,4.832891,36.5488,1028.3133,5.9892
EX1903L1,446.6,18.4055,4.832906,36.5491,1028.3138,5.9893
EX1903L1,446.645,18.4054,4.832883,36.549,1028.314,5.9893
EX1903L1,446.705,18.4055,4.832898,36.549,1028.3141,5.9894
EX1903L1,446.765,18.4057,4.832883,36.5487,1028.3144,5.9937
EX1903L1,446.765,18.4059,4.832921,36.5488,1028.3145,5.9893
EX1903L1,446.876,18.4055,4.832891,36.5489,1028.3146,5.9935
EX1903L1,446.929,18.4055,4.832876,36.5487,1028.3151,5.9897
EX1903L1,446.981,18.4054,4.832876,36.5489,1028.3154,5.9897
EX1903L1,447.04,18.4054,4.832839,36.5485,1028.3155,5.9936
EX1903L1,447.041,18.4052,4.832846,36.5487,1028.3158,5.9898
EX1903L1,447.152,18.4052,4.832869,36.5489,1028.3161,5.9851
EX1903L1,447.145,18.4047,4.832809,36.5489,1028.3164,5.9888
EX1903L1,447.257,18.4045,4.832727,36.5483,1028.3168,5.9884
EX1903L1,447.257,18.4042,4.832712,36.5484,1028.3167,5.9883
EX1903L1,447.369,18.4036,4.83269,36.5487,1028.3175,5.9879
EX1903L1,447.369,18.4035,4.832645,36.5484,1028.3175,5.9873
EX1903L1,447.428,18.403,4.832563,36.5481,1028.3181,5.983
EX1903L1,447.54,18.4021,4.832391,36.5474,1028.318,5.9821
EX1903L1,447.481,18.4008,4.83228,36.5476,1028.3183,5.9812
EX1903L1,447.592,18.3996,4.832153,36.5475,1028.3187,5.9809
EX1903L1,447.645,18.399,4.832041,36.5472,1028.3195,5.9848
EX1903L1,447.645,18.3983,4.831989,36.5474,1028.3197,5.9805
EX1903L1,447.757,18.3974,4.831914,36.5475,1028.3203,5.9802
EX1903L1,447.757,18.3971,4.831899,36.5476,1028.3203,5.9755
EX1903L1,447.816,18.3967,4.831884,36.5478,1028.3207,5.9746
EX1903L1,447.868,18.3964,4.831832,36.5476,1028.321,5.9781
EX1903L1,447.868,18.3955,4.831661,36.5469,1028.3211,5.9735
EX1903L1,447.869,18.3945,4.831519,36.5467,1028.321,5.9775
EX1903L1,447.98,18.3933,4.831422,36.5468,1028.3218,5.9736
EX1903L1,448.085,18.3923,4.831318,36.5468,1028.3227,5.973
EX1903L1,448.092,18.3914,4.831183,36.5465,1028.3228,5.9729
EX1903L1,448.092,18.3905,4.831101,36.5465,1028.323,5.9724
EX1903L1,448.092,18.3895,4.83096,36.5463,1028.3233,5.9767
EX1903L1,448.197,18.3889,4.830982,36.5469,1028.3239,5.9729
EX1903L1,448.197,18.3884,4.830915,36.5467,1028.3239,5.9724
EX1903L1,448.256,18.3879,4.830848,36.5466,1028.3243,5.9683
EX1903L1,448.197,18.3879,4.830863,36.5468,1028.3241,5.9716
EX1903L1,448.361,18.3876,4.830818,36.5466,1028.3244,5.9676
EX1903L1,448.368,18.3876,4.830803,36.5465,1028.3245,5.9711
EX1903L1,448.368,18.3874,4.830825,36.5469,1028.3248,5.9709
EX1903L1,448.421,18.3874,4.830751,36.5462,1028.3248,5.9707
EX1903L1,448.421,18.3874,4.830743,36.5461,1028.3249,5.9706
EX1903L1,448.473,18.3871,4.830714,36.5461,1028.3253,5.9752
EX1903L1,448.473,18.3867,4.830743,36.5467,1028.325,5.9713
EX1903L1,448.525,18.3867,4.830691,36.5462,1028.3256,5.9713
EX1903L1,448.532,18.3864,4.830609,36.5459,1028.3257,5.9755
EX1903L1,448.585,18.386,4.830654,36.5465,1028.3256,5.9718
EX1903L1,448.644,18.3858,4.830609,36.5463,1028.3259,5.9719
EX1903L1,448.644,18.3857,4.830617,36.5465,1028.3258,5.972
