cruise,depth,temperature,conductivity,salinity,density,oxygen2
EX1903L1,68.098,24.1777,5.441568,36.6431,1025.1203,6.7788
EX1903L1,68.046,24.1761,5.441372,36.6429,1025.1197,6.7789
EX1903L1,68.157,24.173,5.44087,36.6416,1025.1227,6.7833
EX1903L1,68.098,24.1716,5.440391,36.6392,1025.123,6.7843
EX1903L1,68.105,24.1695,5.439905,36.6372,1025.1227,6.7849
EX1903L1,68.209,24.1668,5.439717,36.638,1025.123,6.7826
EX1903L1,68.157,24.165,5.439788,36.64,1025.1223,6.7835
EX1903L1,68.209,24.1639,5.439623,36.6396,1025.1245,6.7879
EX1903L1,68.261,24.1618,5.439356,36.6393,1025.126,6.7889
EX1903L1,68.157,24.1605,5.439082,36.6383,1025.1247,6.786
EX1903L1,68.321,24.1578,5.438753,36.6379,1025.1261,6.7904
EX1903L1,68.261,24.1548,5.438368,36.6375,1025.1258,6.7915
EX1903L1,68.321,24.1512,5.438055,36.6381,1025.1284,6.7929
EX1903L1,68.321,24.148,5.43782,36.6389,1025.13,6.7976
EX1903L1,68.373,24.1466,5.437765,36.6397,1025.1328,6.8025
EX1903L1,68.38,24.145,5.437694,36.6405,1025.1345,6.8
EX1903L1,68.373,24.1436,5.437608,36.641,1025.1342,6.7973
EX1903L1,68.424,24.1423,5.437788,36.6434,1025.1353,6.8014
EX1903L1,68.424,24.1452,5.437984,36.6425,1025.1369,6.8055
EX1903L1,68.424,24.1439,5.43793,36.6431,1025.1374,6.8064
EX1903L1,68.491,24.1405,5.437734,36.6444,1025.1379,6.8035
EX1903L1,68.536,24.1387,5.437679,36.6454,1025.1389,6.8076
EX1903L1,68.484,24.1384,5.437812,36.6468,1025.1395,6.8082
EX1903L1,68.536,24.1393,5.437883,36.6465,1025.1407,6.8091
EX1903L1,68.595,24.1385,5.437969,36.6478,1025.1419,6.8064
EX1903L1,68.595,24.1382,5.437953,36.648,1025.1425,6.81
EX1903L1,68.595,24.1376,5.437906,36.648,1025.1432,6.8072
EX1903L1,68.647,24.1371,5.43793,36.6486,1025.1429,6.8109
EX1903L1,68.647,24.1367,5.437977,36.6493,1025.1425,6.8113
EX1903L1,68.699,24.1367,5.438087,36.6501,1025.1434,6.8117
EX1903L1,68.699,24.1373,5.438157,36.6502,1025.1437,6.8121
EX1903L1,68.758,24.1371,5.438196,36.6506,1025.1441,6.809
EX1903L1,68.758,24.1375,5.438244,36.6507,1025.1442,6.8126
EX1903L1,68.81,24.1375,5.438322,36.6513,1025.1445,6.8129
EX1903L1,68.81,24.1376,5.438314,36.6511,1025.1444,6.8094
EX1903L1,68.862,24.1378,5.438346,36.6511,1025.1445,6.8094
EX1903L1,68.81,24.1378,5.438455,36.652,1025.1443,6.8091
EX1903L1,68.922,24.1382,5.438487,36.6519,1025.145,6.8091
EX1903L1,68.922,24.1385,5.438549,36.6521,1025.1452,6.8088
EX1903L1,68.974,24.1389,5.438604,36.6522,1025.1456,6.8087
EX1903L1,68.974,24.1391,5.438785,36.6534,1025.1457,6.805
EX1903L1,68.974,24.1394,5.43884,36.6535,1025.1463,6.8079
EX1903L1,69.026,24.1396,5.43884,36.6533,1025.1462,6.8078
EX1903L1,69.092,24.1398,5.43884,36.6532,1025.1467,6.8075
EX1903L1,69.085,24.1398,5.438942,36.654,1025.1466,6.8035
EX1903L1,69.137,24.14,5.43891,36.6536,1025.1472,6.8067
EX1903L1,69.085,24.14,5.438957,36.6539,1025.1472,6.8029
EX1903L1,69.189,24.14,5.438942,36.6538,1025.1475,6.8026
EX1903L1,69.189,24.1398,5.438965,36.6541,1025.1477,6.8019
EX1903L1,69.256,24.14,5.439044,36.6545,1025.1486,6.8013
EX1903L1,69.248,24.14,5.439028,36.6544,1025.1483,6.8041
EX1903L1,69.3,24.14,5.43902,36.6543,1025.1485,6.8004
EX1903L1,69.3,24.1396,5.439052,36.6549,1025.1485,6.7999
EX1903L1,69.359,24.1398,5.439067,36.6548,1025.1492,6.7995
EX1903L1,69.359,24.1398,5.439036,36.6546,1025.149,6.7988
EX1903L1,69.419,24.1396,5.439052,36.6548,1025.1492,6.7981
EX1903L1,69.411,24.1396,5.439099,36.6552,1025.1497,6.7976
EX1903L1,69.463,24.1396,5.439114,36.6553,1025.1502,6.7972
EX1903L1,69.463,24.1393,5.439114,36.6556,1025.1501,6.7965
EX1903L1,69.523,24.1391,5.439075,36.6554,1025.1509,6.7961
EX1903L1,69.523,24.1389,5.439067,36.6555,1025.1511,6.7956
EX1903L1,69.575,24.1389,5.439028,36.6552,1025.1509,6.7986
EX1903L1,69.582,24.1385,5.439091,36.656,1025.1515,6.8022
EX1903L1,69.575,24.1385,5.439044,36.6556,1025.1511,6.7993
EX1903L1,69.686,24.1385,5.439052,36.6556,1025.1515,6.7995
EX1903L1,69.627,24.1382,5.439028,36.6558,1025.1518,6.7992
EX1903L1,69.686,24.138,5.439052,36.6561,1025.1519,6.8027
EX1903L1,69.686,24.138,5.439028,36.6559,1025.1518,6.8034
EX1903L1,69.745,24.138,5.439052,36.656,1025.1523,6.804
EX1903L1,69.738,24.1378,5.439028,36.656,1025.1524,6.8043
EX1903L1,69.686,24.1376,5.43902,36.6561,1025.1522,6.8048
EX1903L1,69.901,24.1375,5.438989,36.656,1025.1533,6.8056
EX1903L1,69.79,24.1375,5.438981,36.6559,1025.1525,6.8096
EX1903L1,69.79,24.1371,5.438981,36.6562,1025.1526,6.8066
EX1903L1,69.849,24.1373,5.438981,36.656,1025.1528,6.8107
EX1903L1,69.857,24.1373,5.439005,36.6562,1025.1531,6.8112
EX1903L1,69.901,24.1371,5.439021,36.6565,1025.1532,6.8156
EX1903L1,69.901,24.1369,5.438989,36.6564,1025.1536,6.8131
EX1903L1,69.901,24.1375,5.439075,36.6566,1025.1536,6.8138
EX1903L1,69.901,24.1385,5.439075,36.6557,1025.1533,6.8145
EX1903L1,69.953,24.1387,5.439068,36.6555,1025.153,6.8149
EX1903L1,69.909,24.1389,5.439028,36.6551,1025.1533,6.8191
EX1903L1,70.012,24.1387,5.438997,36.6549,1025.1538,6.8202
EX1903L1,70.012,24.1376,5.438981,36.6557,1025.1538,6.8209
EX1903L1,70.012,24.1371,5.438981,36.6562,1025.154,6.8215
EX1903L1,69.953,24.1371,5.439005,36.6564,1025.1537,6.8185
EX1903L1,70.064,24.1367,5.43895,36.6562,1025.1542,6.8224
EX1903L1,70.012,24.1362,5.438864,36.656,1025.154,6.8193
EX1903L1,70.072,24.1351,5.43877,36.6561,1025.1538,6.8231
EX1903L1,70.064,24.1348,5.438785,36.6566,1025.1539,6.8198
EX1903L1,70.064,24.135,5.438801,36.6565,1025.154,6.82
EX1903L1,70.064,24.1348,5.438801,36.6567,1025.1552,6.8203
EX1903L1,70.124,24.1348,5.438707,36.656,1025.1555,6.8205
EX1903L1,70.124,24.1335,5.438629,36.6564,1025.1549,6.8203
EX1903L1,70.124,24.1325,5.438519,36.6564,1025.1555,6.817
EX1903L1,70.183,24.1314,5.438448,36.6567,1025.1564,6.8202
EX1903L1,70.124,24.1312,5.438503,36.6573,1025.1564,6.8165
EX1903L1,70.124,24.1321,5.438558,36.657,1025.1568,6.816
EX1903L1,70.176,24.1328,5.438707,36.6576,1025.1575,6.8154
EX1903L1,70.176,24.1334,5.438715,36.6571,1025.1566,6.8149
EX1903L1,70.228,24.1328,5.438542,36.6563,1025.1558,6.8177
EX1903L1,70.228,24.1316,5.438448,36.6566,1025.1567,6.814
EX1903L1,70.183,24.1312,5.43848,36.6571,1025.1572,6.8134
EX1903L1,70.228,24.1306,5.438378,36.6568,1025.1574,6.8128
EX1903L1,70.228,24.1303,5.438276,36.6563,1025.1565,6.812
EX1903L1,70.287,24.1292,5.438221,36.6568,1025.1568,6.815
EX1903L1,70.287,24.1287,5.438213,36.6571,1025.1574,6.8111
EX1903L1,70.228,24.1292,5.438378,36.658,1025.1578,6.8103
EX1903L1,70.339,24.1305,5.438441,36.6574,1025.1583,6.8095
EX1903L1,70.294,24.1308,5.438299,36.656,1025.1577,6.8086
EX1903L1,70.339,24.1291,5.43819,36.6566,1025.1585,6.8082
EX1903L1,70.391,24.1283,5.438064,36.6563,1025.1589,6.8046
EX1903L1,70.339,24.1269,5.437868,36.656,1025.1588,6.8073
EX1903L1,70.391,24.1257,5.437719,36.6558,1025.1586,6.8033
EX1903L1,70.45,24.1249,5.43768,36.6562,1025.1589,6.7991
EX1903L1,70.45,24.1248,5.437641,36.656,1025.1599,6.8019
EX1903L1,70.398,24.1241,5.437492,36.6554,1025.1594,6.7978
EX1903L1,70.502,24.1235,5.437413,36.6553,1025.1602,6.7973
EX1903L1,70.502,24.1229,5.437335,36.6551,1025.16,6.7965
EX1903L1,70.502,24.1221,5.43728,36.6554,1025.1604,6.7958
EX1903L1,70.502,24.1215,5.437272,36.6558,1025.1597,6.7915
EX1903L1,70.614,24.1215,5.437233,36.6555,1025.16,6.7909
EX1903L1,70.554,24.1214,5.437155,36.655,1025.1604,6.7936
EX1903L1,70.614,24.1209,5.4371,36.655,1025.1609,6.7934
EX1903L1,70.621,24.1209,5.437092,36.655,1025.161,6.7931
EX1903L1,70.614,24.12,5.437061,36.6555,1025.1612,6.7897
EX1903L1,70.717,24.12,5.437014,36.6551,1025.1619,6.7893
EX1903L1,70.665,24.1193,5.436982,36.6554,1025.1615,6.7924
EX1903L1,70.777,24.1193,5.436959,36.6552,1025.1624,6.7924
EX1903L1,70.777,24.1187,5.436857,36.6549,1025.1627,6.7959
EX1903L1,70.777,24.118,5.436684,36.6542,1025.1626,6.7929
EX1903L1,70.784,24.1166,5.436543,36.6542,1025.163,6.7969
EX1903L1,70.888,24.1155,5.43634,36.6536,1025.1637,6.7942
EX1903L1,70.888,24.1135,5.436081,36.6532,1025.1639,6.7948
EX1903L1,70.888,24.1119,5.435877,36.653,1025.1646,6.7986
EX1903L1,70.94,24.1102,5.435697,36.653,1025.1652,6.7959
EX1903L1,70.94,24.1089,5.435556,36.653,1025.165,6.7962
EX1903L1,70.992,24.1073,5.435422,36.6533,1025.1661,6.7969
EX1903L1,71.051,24.1062,5.435289,36.6532,1025.167,6.8008
EX1903L1,71.059,24.1052,5.435187,36.6532,1025.1669,6.7979
EX1903L1,71.103,24.1044,5.435164,36.6536,1025.1671,6.7948
EX1903L1,71.155,24.1035,5.435093,36.6538,1025.1678,6.7985
EX1903L1,71.155,24.1028,5.435038,36.654,1025.1683,6.7989
EX1903L1,71.155,24.1021,5.43496,36.654,1025.1684,6.7991
EX1903L1,71.215,24.101,5.435007,36.6552,1025.1692,6.7996
EX1903L1,71.267,24.1007,5.434866,36.6544,1025.1694,6.7964
EX1903L1,71.267,24.0996,5.434772,36.6546,1025.1698,6.7964
EX1903L1,71.385,24.0985,5.434694,36.6548,1025.1707,6.8001
EX1903L1,71.318,24.0976,5.434568,36.6546,1025.1709,6.8004
EX1903L1,71.43,24.0967,5.434505,36.6549,1025.1717,6.7977
EX1903L1,71.43,24.0957,5.434498,36.6557,1025.1723,6.7943
EX1903L1,71.482,24.0951,5.434498,36.6561,1025.1732,6.7977
EX1903L1,71.482,24.0949,5.434498,36.6563,1025.1735,6.7978
EX1903L1,71.541,24.0946,5.434521,36.6567,1025.1742,6.7981
EX1903L1,71.541,24.0946,5.434631,36.6575,1025.1744,6.7985
EX1903L1,71.652,24.0946,5.434702,36.6581,1025.1749,6.7988
EX1903L1,71.6,24.0946,5.434749,36.6584,1025.1749,6.7955
EX1903L1,71.704,24.095,5.434796,36.6584,1025.1756,6.7991
EX1903L1,71.756,24.0951,5.434906,36.6591,1025.176,6.7994
EX1903L1,71.756,24.0955,5.435007,36.6596,1025.1764,6.7998
EX1903L1,71.756,24.0953,5.435,36.6597,1025.1765,6.7999
EX1903L1,71.868,24.0949,5.434953,36.6596,1025.1772,6.8004
EX1903L1,71.816,24.095,5.434976,36.6598,1025.177,6.8007
EX1903L1,71.92,24.0944,5.434898,36.6596,1025.1777,6.8042
EX1903L1,71.92,24.094,5.43489,36.6598,1025.178,6.8012
EX1903L1,71.934,24.0939,5.434898,36.66,1025.178,6.8047
EX1903L1,72.083,24.0937,5.434898,36.6601,1025.1786,6.8016
EX1903L1,72.031,24.0937,5.434859,36.6599,1025.1786,6.8015
EX1903L1,72.083,24.0933,5.434851,36.6601,1025.1791,6.8016
EX1903L1,72.083,24.093,5.434819,36.6601,1025.1788,6.8013
EX1903L1,72.142,24.093,5.434741,36.6595,1025.1792,6.8047
EX1903L1,72.194,24.0923,5.434616,36.6591,1025.1797,6.8015
EX1903L1,72.194,24.0917,5.434584,36.6593,1025.1799,6.8016
EX1903L1,72.254,24.0912,5.434545,36.6595,1025.1801,6.8017
EX1903L1,72.305,24.0908,5.434506,36.6594,1025.1801,6.8051
EX1903L1,72.313,24.0901,5.434428,36.6594,1025.1804,6.8016
EX1903L1,72.357,24.0903,5.434404,36.6591,1025.1805,6.8017
EX1903L1,72.357,24.0898,5.434334,36.659,1025.1806,6.8017
EX1903L1,72.417,24.0896,5.434247,36.6585,1025.1811,6.8021
EX1903L1,72.469,24.0889,5.434255,36.6591,1025.1813,6.8057
EX1903L1,72.469,24.0889,5.434271,36.6592,1025.1812,6.8028
EX1903L1,72.521,24.0885,5.434232,36.6592,1025.1814,6.7994
EX1903L1,72.521,24.0883,5.434255,36.6595,1025.1813,6.8028
EX1903L1,72.632,24.0883,5.434201,36.659,1025.1822,6.8033
EX1903L1,72.58,24.0881,5.434146,36.6588,1025.1818,6.7999
EX1903L1,72.632,24.0882,5.434138,36.6587,1025.1819,6.7999
EX1903L1,72.699,24.0878,5.434138,36.659,1025.1822,6.7999
EX1903L1,72.684,24.0878,5.434067,36.6585,1025.1823,6.8001
EX1903L1,72.743,24.0875,5.434044,36.6585,1025.1823,6.8001
EX1903L1,72.795,24.0871,5.434012,36.6586,1025.1827,6.7964
EX1903L1,72.743,24.0869,5.433965,36.6584,1025.1826,6.7961
EX1903L1,72.795,24.0866,5.433958,36.6586,1025.1833,6.7959
EX1903L1,72.907,24.0861,5.433918,36.6586,1025.1836,6.7958
EX1903L1,72.847,24.0862,5.433879,36.6583,1025.1833,6.7992
EX1903L1,72.907,24.0858,5.433871,36.6585,1025.1836,6.7955
EX1903L1,72.959,24.0856,5.433871,36.6587,1025.1836,6.7917
EX1903L1,72.907,24.0857,5.433871,36.6586,1025.1836,6.7913
EX1903L1,73.018,24.0857,5.433801,36.6581,1025.1842,6.7911
EX1903L1,73.025,24.0851,5.433848,36.6589,1025.1842,6.7906
EX1903L1,73.018,24.0853,5.433801,36.6584,1025.1845,6.7898
EX1903L1,73.07,24.0852,5.433872,36.659,1025.185,6.7893
EX1903L1,73.122,24.0852,5.433911,36.6592,1025.1854,6.7924
EX1903L1,73.07,24.0853,5.434005,36.6599,1025.1853,6.7886
EX1903L1,73.181,24.0858,5.434115,36.6603,1025.1858,6.7847
EX1903L1,73.122,24.0861,5.434201,36.6608,1025.1863,6.7839
EX1903L1,73.181,24.0866,5.434318,36.6612,1025.1865,6.783
EX1903L1,73.233,24.087,5.43446,36.6619,1025.1872,6.7859
EX1903L1,73.233,24.0875,5.434561,36.6623,1025.1871,6.7821
EX1903L1,73.233,24.0882,5.434648,36.6624,1025.187,6.7816
EX1903L1,73.285,24.0881,5.434671,36.6626,1025.1872,6.7777
EX1903L1,73.285,24.0887,5.434742,36.6626,1025.1868,6.7805
EX1903L1,73.352,24.0889,5.434797,36.6629,1025.1874,6.7767
EX1903L1,73.344,24.0892,5.434812,36.6627,1025.1876,6.7729
EX1903L1,73.396,24.0892,5.434836,36.6629,1025.1881,6.7757
EX1903L1,73.396,24.0894,5.434883,36.6631,1025.1879,6.7721
EX1903L1,73.396,24.0896,5.43493,36.6633,1025.1879,6.7715
EX1903L1,73.448,24.0896,5.434977,36.6636,1025.188,6.7709
EX1903L1,73.448,24.0901,5.435016,36.6635,1025.1882,6.7705
EX1903L1,73.508,24.0903,5.435103,36.664,1025.1885,6.7701
EX1903L1,73.508,24.0903,5.435126,36.6642,1025.1884,6.7665
EX1903L1,73.508,24.0904,5.43515,36.6642,1025.1886,6.766
EX1903L1,73.56,24.0905,5.435134,36.664,1025.1891,6.7655
EX1903L1,73.56,24.0907,5.43515,36.664,1025.1891,6.7687
EX1903L1,73.56,24.0908,5.435197,36.6643,1025.1894,6.7654
EX1903L1,73.671,24.0908,5.435283,36.6649,1025.1904,6.7617
EX1903L1,73.626,24.0912,5.435401,36.6655,1025.1905,6.7647
EX1903L1,73.619,24.0921,5.435636,36.6666,1025.1912,6.7646
EX1903L1,73.723,24.0926,5.435871,36.6678,1025.1916,6.7646
EX1903L1,73.671,24.0933,5.436028,36.6685,1025.1914,6.7649
EX1903L1,73.723,24.094,5.436161,36.6689,1025.1912,6.7617
EX1903L1,73.782,24.0946,5.436341,36.6698,1025.1917,6.765
EX1903L1,73.723,24.0951,5.436349,36.6694,1025.1919,6.7653
EX1903L1,73.834,24.0949,5.436365,36.6697,1025.1929,6.7692
EX1903L1,73.782,24.0953,5.436412,36.6697,1025.193,6.766
EX1903L1,73.834,24.0957,5.436451,36.6697,1025.1937,6.7697
EX1903L1,73.834,24.096,5.436561,36.6703,1025.1936,6.7703
EX1903L1,73.834,24.0966,5.436702,36.6709,1025.1938,6.7709
EX1903L1,73.886,24.0971,5.436804,36.6712,1025.1934,6.7717
EX1903L1,73.886,24.0973,5.436859,36.6715,1025.1935,6.7758
EX1903L1,73.945,24.0975,5.436898,36.6716,1025.1939,6.7766
EX1903L1,73.953,24.0976,5.436882,36.6713,1025.194,6.7774
EX1903L1,73.997,24.0976,5.436875,36.6713,1025.194,6.7784
EX1903L1,73.945,24.0976,5.436875,36.6713,1025.1935,6.7796
EX1903L1,73.997,24.098,5.436898,36.6711,1025.1934,6.7841
EX1903L1,73.997,24.0978,5.436914,36.6714,1025.1942,6.785
EX1903L1,74.049,24.0982,5.436945,36.6713,1025.1942,6.7859
EX1903L1,74.049,24.0985,5.436961,36.6712,1025.1944,6.7835
EX1903L1,74.109,24.0985,5.437008,36.6715,1025.1947,6.7843
EX1903L1,74.109,24.0989,5.43711,36.672,1025.1945,6.7851
EX1903L1,74.109,24.0987,5.437173,36.6726,1025.195,6.7894
EX1903L1,74.109,24.0989,5.437322,36.6736,1025.1955,6.7906
EX1903L1,74.161,24.0994,5.437502,36.6745,1025.1959,6.7916
EX1903L1,74.213,24.1,5.437408,36.6733,1025.1962,6.7924
EX1903L1,74.161,24.1,5.437369,36.673,1025.1966,6.793
EX1903L1,74.213,24.1003,5.437502,36.6738,1025.1974,6.7938
EX1903L1,74.272,24.101,5.437784,36.6753,1025.1981,6.7913
EX1903L1,74.213,24.1012,5.438059,36.6773,1025.1983,6.7953
EX1903L1,74.272,24.1019,5.438294,36.6784,1025.199,6.7961
EX1903L1,74.279,24.1032,5.438553,36.6794,1025.1985,6.793
EX1903L1,74.324,24.1039,5.438663,36.6796,1025.1991,6.7972
EX1903L1,74.324,24.1046,5.438631,36.6788,1025.199,6.7943
EX1903L1,74.324,24.1055,5.438788,36.6792,1025.1992,6.7977
EX1903L1,74.383,24.1066,5.438843,36.6788,1025.1999,6.7947
EX1903L1,74.383,24.1069,5.438945,36.6792,1025.1999,6.7946
EX1903L1,74.383,24.1073,5.43911,36.6802,1025.1995,6.7946
EX1903L1,74.435,24.1075,5.439188,36.6806,1025.1995,6.7947
EX1903L1,74.435,24.1076,5.439274,36.6811,1025.1994,6.7947
EX1903L1,74.435,24.1076,5.439321,36.6815,1025.1997,6.7946
EX1903L1,74.487,24.107,5.439172,36.6809,1025.1995,6.7977
EX1903L1,74.487,24.1053,5.439047,36.6813,1025.2005,6.794
EX1903L1,74.487,24.1035,5.438961,36.6821,1025.2009,6.7972
EX1903L1,74.547,24.1016,5.438937,36.6835,1025.2017,6.794
EX1903L1,74.547,24.1007,5.438835,36.6835,1025.2039,6.794
EX1903L1,74.547,24.1008,5.438733,36.6826,1025.2048,6.7936
EX1903L1,74.599,24.1001,5.438608,36.6822,1025.2049,6.7932
EX1903L1,74.599,24.0994,5.438404,36.6812,1025.2055,6.7894
EX1903L1,74.599,24.0975,5.438247,36.6816,1025.2062,6.7924
EX1903L1,74.599,24.0955,5.438114,36.6822,1025.2078,6.7921
EX1903L1,74.665,24.0939,5.438012,36.6828,1025.2088,6.788
EX1903L1,74.71,24.0923,5.437902,36.6833,1025.2096,6.7909
EX1903L1,74.65,24.0906,5.437895,36.6846,1025.2088,6.7867
EX1903L1,74.71,24.09,5.4378,36.6844,1025.2095,6.7863
EX1903L1,74.71,24.0891,5.43773,36.6846,1025.2102,6.782
EX1903L1,74.71,24.0888,5.437722,36.6847,1025.2108,6.7812
EX1903L1,74.762,24.0885,5.437691,36.6847,1025.2109,6.7804
EX1903L1,74.762,24.0878,5.437581,36.6845,1025.2114,6.7798
EX1903L1,74.814,24.087,5.43755,36.6848,1025.2124,6.7791
EX1903L1,74.814,24.0867,5.43755,36.6851,1025.2129,6.7786
EX1903L1,74.814,24.0867,5.437479,36.6845,1025.213,6.7747
EX1903L1,74.814,24.0863,5.437385,36.6842,1025.2129,6.7775
EX1903L1,74.873,24.0844,5.437299,36.6851,1025.2128,6.7735
EX1903L1,74.873,24.0827,5.437205,36.6858,1025.2129,6.7729
EX1903L1,74.873,24.0817,5.437064,36.6856,1025.2138,6.7728
EX1903L1,74.925,24.0814,5.437048,36.6856,1025.2146,6.7726
EX1903L1,74.925,24.0808,5.436915,36.6851,1025.2157,6.7724
EX1903L1,74.977,24.0798,5.436774,36.6849,1025.216,6.7721
EX1903L1,74.977,24.078,5.436632,36.6852,1025.2166,6.7718
EX1903L1,74.977,24.0763,5.43657,36.6862,1025.2169,6.7714
EX1903L1,75.036,24.0761,5.436523,36.686,1025.2168,6.7713
EX1903L1,75.036,24.0743,5.436342,36.6861,1025.2174,6.7748
EX1903L1,75.036,24.0736,5.436186,36.6855,1025.2193,6.7718
EX1903L1,75.088,24.0721,5.436013,36.6853,1025.2194,6.7754
EX1903L1,74.992,24.0705,5.435903,36.6859,1025.2191,6.7723
EX1903L1,75.2,24.0691,5.435849,36.6866,1025.221,6.7728
EX1903L1,75.148,24.068,5.43577,36.6869,1025.221,6.7726
EX1903L1,75.2,24.0677,5.435778,36.6872,1025.221,6.7728
EX1903L1,75.2,24.0675,5.435794,36.6875,1025.2212,6.7765
EX1903L1,75.2,24.0675,5.435794,36.6875,1025.2216,6.7767
EX1903L1,75.2,24.0673,5.435794,36.6876,1025.2215,6.7737
EX1903L1,75.311,24.0668,5.435723,36.6875,1025.2222,6.7774
EX1903L1,75.252,24.0664,5.435708,36.6877,1025.2221,6.7744
EX1903L1,75.311,24.0662,5.435708,36.6878,1025.2224,6.778
EX1903L1,75.311,24.0661,5.435668,36.6876,1025.2222,6.7784
EX1903L1,75.363,24.0661,5.435676,36.6877,1025.2226,6.7788
EX1903L1,75.363,24.0659,5.435661,36.6877,1025.2225,6.7792
EX1903L1,75.415,24.0657,5.435661,36.6878,1025.2227,6.7797
EX1903L1,75.474,24.0653,5.435629,36.6879,1025.223,6.7802
EX1903L1,75.415,24.0652,5.435582,36.6877,1025.2233,6.781
EX1903L1,75.474,24.0646,5.435535,36.6878,1025.2239,6.7851
EX1903L1,75.526,24.0643,5.435488,36.6877,1025.2242,6.7827
EX1903L1,75.578,24.0639,5.43541,36.6873,1025.2246,6.7869
EX1903L1,75.578,24.063,5.435394,36.688,1025.225,6.7879
EX1903L1,75.578,24.0623,5.435292,36.6878,1025.2255,6.7888
EX1903L1,75.637,24.0611,5.435159,36.6878,1025.2263,6.7864
EX1903L1,75.637,24.0596,5.434955,36.6874,1025.2264,6.7869
EX1903L1,75.689,24.0584,5.43483,36.6874,1025.2273,6.7877
EX1903L1,75.689,24.0568,5.434673,36.6876,1025.2277,6.7884
EX1903L1,75.749,24.0557,5.434563,36.6876,1025.2284,6.789
EX1903L1,75.801,24.0546,5.434469,36.6878,1025.229,6.7899
EX1903L1,75.801,24.053,5.43425,36.6874,1025.2293,6.7905
EX1903L1,75.853,24.0517,5.434148,36.6877,1025.2301,6.7876
EX1903L1,75.853,24.0505,5.434038,36.6878,1025.2307,6.7876
EX1903L1,75.912,24.0492,5.433866,36.6876,1025.2312,6.7913
EX1903L1,75.912,24.0479,5.433827,36.6884,1025.2314,6.7915
EX1903L1,75.964,24.0471,5.433725,36.6883,1025.2318,6.7883
EX1903L1,76.016,24.0463,5.433654,36.6884,1025.2326,6.7919
EX1903L1,76.016,24.0453,5.433545,36.6884,1025.2327,6.7887
EX1903L1,76.075,24.0445,5.433474,36.6885,1025.233,6.7885
EX1903L1,76.075,24.0439,5.433364,36.6881,1025.2335,6.7885
EX1903L1,76.127,24.0432,5.433364,36.6886,1025.2341,6.7847
EX1903L1,76.179,24.0424,5.433309,36.6889,1025.2343,6.7878
EX1903L1,76.179,24.0422,5.433255,36.6887,1025.2344,6.784
EX1903L1,76.239,24.0408,5.433137,36.6889,1025.235,6.7836
EX1903L1,76.29,24.0399,5.433004,36.6886,1025.2354,6.7867
EX1903L1,76.29,24.0386,5.432871,36.6886,1025.2363,6.7831
EX1903L1,76.29,24.0376,5.432769,36.6887,1025.2364,6.7826
EX1903L1,76.402,24.0366,5.432714,36.689,1025.2374,6.7858
EX1903L1,76.305,24.036,5.432636,36.689,1025.237,6.7855
EX1903L1,76.513,24.0354,5.43251,36.6885,1025.2382,6.7822
EX1903L1,76.454,24.0347,5.43251,36.689,1025.238,6.7817
EX1903L1,76.513,24.0341,5.432487,36.6893,1025.2382,6.7815
EX1903L1,76.565,24.0338,5.432377,36.6887,1025.2384,6.781
EX1903L1,76.565,24.0335,5.432346,36.6888,1025.2383,6.7806
EX1903L1,76.617,24.0331,5.432346,36.6891,1025.2387,6.7767
EX1903L1,76.676,24.0322,5.432244,36.689,1025.2389,6.776
EX1903L1,76.617,24.032,5.432189,36.6888,1025.2392,6.7792
EX1903L1,76.78,24.0313,5.432134,36.6889,1025.24,6.7793
EX1903L1,76.728,24.0311,5.432087,36.6887,1025.2401,6.7753
EX1903L1,76.78,24.0306,5.43204,36.6888,1025.2401,6.7786
EX1903L1,76.84,24.0303,5.431962,36.6884,1025.2404,6.7749
EX1903L1,76.78,24.0291,5.431774,36.6879,1025.2406,6.7746
EX1903L1,76.892,24.0279,5.431719,36.6885,1025.241,6.7781
EX1903L1,76.944,24.0274,5.431578,36.6878,1025.2419,6.7749
EX1903L1,76.944,24.026,5.431437,36.6879,1025.2422,6.7714
EX1903L1,76.944,24.0245,5.431202,36.6873,1025.2426,6.771
EX1903L1,77.003,24.0231,5.431037,36.6872,1025.2433,6.7708
EX1903L1,77.151,24.0218,5.430935,36.6875,1025.2438,6.7707
EX1903L1,77.055,24.0213,5.430912,36.6877,1025.2437,6.7707
EX1903L1,77.166,24.0208,5.430841,36.6876,1025.2447,6.7706
EX1903L1,77.166,24.02,5.430826,36.6881,1025.2445,6.7671
EX1903L1,77.166,24.0195,5.430724,36.6877,1025.2448,6.767
EX1903L1,77.218,24.0188,5.430653,36.6878,1025.2445,6.7669
EX1903L1,77.278,24.0186,5.430645,36.6878,1025.2446,6.7666
EX1903L1,77.278,24.0183,5.430677,36.6883,1025.2448,6.7664
EX1903L1,77.329,24.0186,5.430724,36.6884,1025.2447,6.7663
EX1903L1,77.381,24.0184,5.430732,36.6886,1025.245,6.7629
EX1903L1,77.381,24.0188,5.4307,36.6881,1025.2458,6.7664
EX1903L1,77.441,24.0186,5.430653,36.6878,1025.2462,6.7631
EX1903L1,77.441,24.0177,5.430544,36.6877,1025.247,6.7666
EX1903L1,77.493,24.0169,5.430411,36.6874,1025.2476,6.7666
EX1903L1,77.493,24.0159,5.430207,36.6867,1025.2468,6.7699
EX1903L1,77.545,24.0138,5.429948,36.6864,1025.2473,6.767
